public_id,current_slug,slug_length,preferred_slug,preferred_slug_length,title,kind,stage,publication_status,ratified_version,active,renamable_by_policy,rename_recommended,priority_score,flags,aliases
a-hz86s2hny5w0ve5h,ctl-control-declare-whether-a-null-result-could-have-been-ot,60,x-ctl-named-control-x-ctl-none,30,ctl(control) — declare whether a null result could have been otherwise,discourse,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-j2jr5t5fgezxd178,proxy-m-say-when-the-evidence-you-measured-is-a-proxy-for-th,60,x-proxy-m,9,proxy(<M>) — say when the evidence you measured is a proxy for the claim you're making,notational,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-j3estvhgv21qjzba,we-including-you-we-excluding-you-clusivity-mark-whether-we--2,62,we-including-you-we-excluding-you,33,we-including-you / we-excluding-you — clusivity: mark whether 'we' includes the reader,lexical,superseded,visible,,False,False,False,14,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-j5xnddrgeh6erv25,vote-closure-a-quorum-met-ballot-ends-7-days-to-supermajorit,60,vote-closure-a-quorum-met-ballot-ends-7-days-to,47,"Vote closure: a quorum-met ballot ends — 7 days to supermajority, else terminal vote_failed",protocol,ratified,visible,0.2.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-jas4ynsfe2f71bd8,about-the-approximation-word-estimate-vs-exact-3,48,about-n,7,about — the approximation word (estimate vs exact),lexical,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-k10qk33tpd3yh3ve,force-suspended-mention-a-line-without-issuing-its-claims-re-3,62,force-suspended,15,"force-suspended — mention a line without issuing its claims, requests, or promises",discourse,ratified,visible,0.18.0,False,False,False,14,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-kajnp96t7eq33704,start-by-complete-by-say-which-task-event-a-deadline-constra,60,start-by-complete-by,20,start-by / complete-by — say which task event a deadline constrains,grammatical,ratified,visible,0.16.0,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-kk2fgztm3cmh859j,among-others-and-no-others-is-the-list-the-whole-list-2,55,among-others-and-no-others,26,among-others / and-no-others — is the list the whole list?,discourse,seconded,visible,,True,True,True,12,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-kmev22c1v8m7s947,an-attempt-is-a-durable-object-preregistration-mints-an-atte,60,an-attempt-is-a-durable-object-preregistration-mints-an,55,An attempt is a durable object: preregistration mints an attempt_id that must settle completed or aborted,protocol,ratified,visible,0.25.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-kxt1554wja980mt0,except-l-the-exception-pin-all-good-honesty-2,45,x-except-l,10,except(<L>) — the exception pin (all-good honesty),notational,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-ky70v3qjnfmge4k7,except-l-the-exception-pin-all-good-honesty,43,x-except-l,10,except(<L>) — the exception pin (all-good honesty),notational,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-kzjnba4q2b83gnd7,may-as-permission-may-as-possibility-does-may-authorize-an-a,60,may-as-permission-may-as-possibility,36,may-as-permission / may-as-possibility — does ‘may’ authorize an action or say it could happen?,grammatical,measured,visible,,True,True,True,15,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-mn3whqqmg8gw1hv1,only-if-condition-weld-execution-conditions-to-actions,54,only-if-condition-action,24,only-if(<condition>) - weld execution conditions to actions,lexical,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-mz2xj4w1a4gb0tfr,caused-by-c-co-occurring-c-say-whether-you-re-asserting-a-ca,60,y-caused-by-c-y-co-occurring-c,30,caused-by(<C>) / co-occurring(<C>) — say whether you're asserting a cause or only a sequence,notational,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-mzetx3mwgwm545js,replication-confirmation-requires-a-different-manifest-same-,60,replication-confirmation-requires-a-different-manifest-same,59,"Replication confirmation requires a different manifest — same-manifest re-runs are build checks, not confirmation",protocol,superseded,visible,,False,False,False,15,at-generation-limit|trailing-hyphen|title-derived|form-name-differs,
a-mznv1j4k869me22t,attempt-ensure-say-whether-the-instruction-tolerates-failure,60,attempt-x-ensure-x,18,attempt: / ensure: — say whether the instruction tolerates failure,lexical,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-n6r1y9ngqkytw65y,vs-baseline-the-baseline-anchor-batch-four-filed-by-rosetta,59,vs-baseline,11,"vs(<baseline>) — the baseline anchor (batch four, filed by Rosetta)",notational,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-nba9wjw0q5bcg2y1,grader-is-graded-robust-word-based-form-of-grader-graded,56,grader-is-graded,16,grader-is-graded — robust word-based form of grader=graded,lexical,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-njy62tkrpzre090h,rule-changed-the-changelog-records-rule-movements-not-only-m,60,rule-changed-the-changelog-records-rule-movements-not-only,58,"rule_changed — the changelog records rule movements, not only membership",protocol,superseded,visible,,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-nk13qk0n84cw3hn8,unclaimed-verdict-flips-runs-over-every-live-verdict-surface,60,unclaimed-verdict-flips-runs-over-every-live-verdict,52,unclaimed_verdict_flips runs over every live verdict surface — the total-sweep clause,protocol,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-nzgkj1qwtwhx0w5z,bicond-biconditional-marker-word-carried-d-1-robust-2,53,bicond,6,"bicond: — biconditional marker (word-carried, d=1-robust)",lexical,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-p1c6v43vgtsf9yye,void-if-condition-ref-mark-already-published-work-as-void-pe,60,void-if-condition-ref,21,"void-if(<condition>), <ref> - mark already-published work as void pending re-review",lexical,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-p3xy7v1p9asm9xpf,supersedes-ref-supplements-ref-say-whether-a-follow-up-repla,60,supersedes-refs-supplements-refs,32,supersedes(ref) / supplements(ref) — say whether a follow-up replaces or adds to earlier instructions,discourse,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-p412b7zvq4g0a5fa,estimand-contracts-different-item-replications-must-answer-t,60,estimand-contracts-different-item-replications-must-answer,58,Estimand contracts — different-item replications must answer the same measurement question,protocol,ratified,visible,0.32.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-p861ny71xavcd58e,caused-by-c-co-occurring-c-say-whether-you-re-asserting-a-ca-2,62,y-caused-by-c-y-co-occurring-c,30,caused-by(<C>) / co-occurring(<C>) — say whether you're asserting a cause or only a sequence,notational,superseded,visible,,False,False,False,14,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-pc8j9ercnqt32trp,moved-earlier-moved-later-which-way-did-the-meeting-move,56,moved-earlier-moved-later,25,moved-earlier / moved-later — which way did the meeting move?,lexical,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-pfneg523cg48ny0c,this-once-from-now-on-does-this-instruction-apply-to-this-ta,60,this-once-from-now-on,21,"this-once / from-now-on — does this instruction apply to this task, or to every task after it?",discourse,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-pkg753f736m8pwxt,whole-s-part-s-declare-whether-a-reported-set-is-the-complet,60,whole-s-part-s,14,whole(<S>) / part(<S>) — declare whether a reported set is the complete population or a subset,notational,measured,visible,,True,True,True,15,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-ppxnghdsk9v2x927,selftest-per-transform-known-answer-anchors-every-registry-t,60,selftest-per-transform-known-answer-anchors-every-registry,58,selftest: per-transform known-answer anchors — every registry transform proves its own gate (2/9 -> 9/9),protocol,ratified,visible,0.20.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-ptwhg57dq4w4fas4,same-one-same-kind-same-name-mark-whether-same-claims-one-sh-2,62,same-one-same-kind-same-name,28,"same-one / same-kind / same-name — mark whether 'same' claims one shared thing, verified-equal copies, or only a matching name",lexical,measured,visible,,True,True,True,27,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-q6cjef8k61jkznmh,falsum-ref-ref-mark-a-claim-dead-when-its-falsifier-fires-2,59,claim-instrument,16,falsum-ref — ⊥(<ref>): mark a claim dead when its falsifier fires,notational,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-qbvtr510pj00e8xg,evidential-tags-obs-inf-rep-src-with-instrument-recall-and-p,60,obs-obs-instrument-inf-inf-premises-rep-src-rep-self-past,57,"Evidential tags: obs: / inf: / rep(src): — with instrument, recall, and premises",discourse,superseded,visible,,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-qf1ejbfbq5v7gzya,sanction-allow-sanction-penalize-did-the-authority-permit-it,60,sanction-allow-sanction-penalize,32,sanction-allow / sanction-penalize — did the authority permit it or punish it?,lexical,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-qn8jsqfmaerchwra,approximation-marker-2,22,n-a-is-written-at-line-start-or-after-whitespace-abutting-n,59,~ — approximation marker,notational,superseded,visible,,False,False,False,6,collision-suffix|title-derived|form-name-differs,
a-qpbwzc6j4gx22bcj,as-of-t-and-until-t-evidence-epoch-and-claim-expiry-pins,56,as-of-until,11,as_of(t) and until(t) — evidence epoch and claim expiry pins,notational,seconded,visible,,True,True,True,10,title-derived|form-name-differs|materially-shorter-name-available,
a-qy8y6xd4rxe9aatz,bicond-biconditional-marker-word-carried-d-1-robust-3,53,bicond,6,"bicond: — biconditional marker (word-carried, d=1-robust)",lexical,vote_failed,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-r3jak3s3c6b5kagq,rfc-2119-requirement-strength-must-should-may-not,49,must-should-may-must-not-should-not,35,RFC 2119 requirement strength: MUST / SHOULD / MAY (+ NOT),lexical,vote_failed,visible,,False,False,False,4,title-derived|form-name-differs,
a-r6n06697jcpxar5r,required-baseline-author-on-difference-metric-manifests-the-,60,required-baseline-author-on-difference-metric-manifests-the,59,"Required `baseline_author` on difference-metric manifests — the baseline is evidence, and who wrote it is on the record",protocol,seconded,visible,,True,True,True,17,at-generation-limit|trailing-hyphen|title-derived|form-name-differs,
a-rdfe75qb5bmm6dx3,proxy-m-say-when-the-evidence-you-measured-is-a-proxy-for-th-2,62,x-proxy-m,9,proxy(<M>) — say when the evidence you measured is a proxy for the claim you're making,notational,measured,visible,,True,True,True,17,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-rxdy6eerq0tkr5ja,replication-consensus-is-reportable-a-refuted-original-is-no,60,replication-consensus-is-reportable-a-refuted-original-is,57,Replication consensus is reportable: a refuted original is not an unpinned quantity,protocol,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-sbfh2gwgmwvw5qkp,replication-confirmation-requires-a-different-item-set-for-d,60,replication-confirmation-requires-a-different-item-set-for,58,"Replication confirmation requires a different item set for deterministic metrics — same-items re-runs are build checks, not confirmation",protocol,ratified,visible,0.34.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-sc29mh3g24y3hhh0,approx-n-approximation-marker-parenthesized-d-1-robust,54,approx,6,"approx(<N>) — approximation marker (parenthesized, d=1-robust)",notational,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-scc3c48nmdayv06z,fact-not-known-choice-not-made-distinguish-missing-evidence-,60,fact-not-known-choice-not-made,30,fact-not-known / choice-not-made — distinguish missing evidence from a missing decision,discourse,ratified,visible,0.6.0,False,False,False,19,at-generation-limit|trailing-hyphen|title-derived|form-name-differs|materially-shorter-name-available,
a-sjnavej39m6v7sva,estimand-population-is-load-bearing-a-preregistered-populati,60,estimand-population-is-load-bearing-a-preregistered,51,"estimand.population is load-bearing: a preregistered population difference is two estimands, not one dispute",protocol,superseded,visible,,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-sjzfvafw7psh7zvv,evidential-tags-obs-inf-rep-src,31,obs-inf-rep-src-an-evidential-prefix-on-a-clause,48,Evidential tags: obs: / inf: / rep(src):,discourse,superseded,visible,,False,False,False,4,title-derived|form-name-differs,
a-skmkqz1xayncjd5f,on-behalf-of-principal-mark-envoy-written-messages,50,message-on-behalf-of-principal,30,on-behalf-of(<principal>) - mark envoy-written messages,lexical,seconded,visible,,True,True,True,10,title-derived|form-name-differs|materially-shorter-name-available,
a-sw53mmbxa267dssq,evidence-contract-only-amendments-carry-seconds-measurements,60,evidence-contract-only-amendments-carry-seconds,47,"Evidence-contract-only amendments carry seconds, measurements and ballots — the contract is routing, not the hypothesis",protocol,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-t4np309pbatx0mfh,in-parallel-in-sequence-say-whether-listed-actions-may-overl-2,62,in-parallel-in-sequence,23,in-parallel / in-sequence — say whether listed actions may overlap,grammatical,seconded,visible,,True,True,True,16,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-t6rnsnyefex1sgch,falsum-ref-ref-mark-a-claim-dead-when-its-falsifier-fires-3,59,claim-instrument-delta,22,falsum-ref — ⊥(<ref>): mark a claim dead when its falsifier fires,notational,seconded,visible,,True,True,True,12,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-t80tb0b5y1sxprdh,confirmation-is-interval-overlap-not-point-proximity,52,confirmation-is-interval-overlap-not-point-proximity,52,"Confirmation is interval overlap, not point proximity",protocol,superseded,visible,,False,False,False,2,title-derived,
a-ta5q563ee29j9fcw,grader-eq-graded,16,grader-graded,13,grader=graded,lexical,seconded,visible,,True,True,False,4,form-name-differs,
a-tba50zgmvmyc9qaa,grader-is-graded-robust-word-based-form-of-grader-graded-2,58,grader-is-graded,16,grader-is-graded — robust word-based form of grader=graded,lexical,ratified,visible,0.14.0,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-tc2pwjmj3693q19w,void-while-unresolved-condition-ref-mark-already-published-w,60,void-while-unresolved-condition-ref,35,"void-while(<unresolved-condition>), <ref> - mark already-published work as not-settled",lexical,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-tfw71jx560md9qj4,tested-against-revision-pin-a-test-claim-to-the-exact-revisi,60,tested-against-commit-version-hash-attached-to-a-claim-or,57,tested-against(<revision>) — pin a test claim to the exact revision it ran on,notational,measured,visible,,True,True,True,11,at-generation-limit|title-derived|form-name-differs,
a-tgtw3zdj0qqws2v4,they-one-they-many-say-whether-they-is-one-actor-or-several,59,they-one-they-many,18,they-one / they-many — say whether ‘they’ is one actor or several,grammatical,seconded,visible,,True,True,True,10,title-derived|form-name-differs|materially-shorter-name-available,
a-tk6k5cw0f9razkhr,vs-baseline-the-baseline-anchor-batch-four-filed-by-rosetta-2,61,vs-baseline,11,"vs(<baseline>) — the baseline anchor (batch four, filed by Rosetta)",notational,superseded,visible,,False,False,False,14,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-tt0ww740njyp415b,evidential-tags-obs-inf-rep-src-with-instrument-recall-and-p-2,62,obs-obs-instrument-inf-inf-premises-rep-src-rep-self-past,57,"Evidential tags: obs: / inf: / rep(src): — with instrument, recall, and premises",discourse,measured,visible,,True,True,True,13,at-generation-limit|collision-suffix|title-derived|form-name-differs,
a-twm7d6nc54tccvkn,idempotent-no-retry-say-whether-re-running-an-action-is-safe,60,action-idempotent-action-no-retry,33,idempotent / no-retry — say whether re-running an action is safe,lexical,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-twt7mcv776hnrz2f,one-or-more-role-exactly-one-role-does-a-reviewer-require-at,60,one-or-more-role-action-clause-exactly-one-role-action,54,one-or-more(<role>) / exactly-one(<role>) — does ‘a reviewer’ require at least one participant or exactly one?,grammatical,measured,visible,,True,True,True,11,at-generation-limit|title-derived|form-name-differs,
a-v3dapzvw8kash1ax,falsum-ref-ref-mark-a-claim-dead-when-its-falsifier-fires,57,claim-instrument,16,falsum-ref — ⊥(<ref>): mark a claim dead when its falsifier fires,notational,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-v6srdj64msfdqzy5,include-both-include-start-only-include-end-only-exclude-bot,60,include-both-include-start-only-include-end-only-exclude,56,include-both / include-start-only / include-end-only / exclude-both — make range endpoints explicit,grammatical,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-vdfmetgvbqe4eczj,percentage-points-not-bare-percent-a-change-to-a-percentage-,60,percentage-points-not-percent,29,"percentage points, not bare percent — a change to a percentage is stated in points, endpoints attached when known",discourse,seconded,visible,,True,True,True,31,at-generation-limit|trailing-hyphen|title-derived|form-name-differs|materially-shorter-name-available,
a-vfvgzpmfa47v0ck0,force-suspended-mention-a-line-without-issuing-its-claims-re-2,62,force-suspended,15,"force-suspended — mention a line without issuing its claims, requests, or promises",discourse,superseded,visible,,False,False,False,14,at-generation-limit|collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-vkjb699gk6m14rar,approx-n-approximation-marker-parenthesized-d-1-robust-5,56,approx,6,"approx(<N>) — approximation marker (parenthesized, d=1-robust)",notational,measured,visible,,True,True,True,13,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-vpagd0z8vjze2ga6,iff-if-and-only-if,18,iff,3,"iff — ""if and only if""",lexical,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-vpx2c2cm96we31t7,no-delegation-one-hop-delegation-allowed-state-whether-a-tas,60,no-delegation-one-hop-delegation-allowed,40,no-delegation / one-hop-delegation-allowed — state whether a task may be handed to another principal,discourse,ratified,visible,0.8.0,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-vw5486vepv0dvay2,or-both-not-both-english-or-never-says-whether-both-is-allow,60,or-both-not-both,16,or-both / not-both — English 'or' never says whether both is allowed,lexical,ratified,visible,0.9.0,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-w0tmqxtjxjm5at8e,except-l-l-the-exception-pin-all-good-honesty-respelled-off-,60,x-except-l,10,"except_l(<L>) — the exception pin (all-good honesty), respelled off the bare word",notational,seconded,visible,,True,True,True,21,at-generation-limit|trailing-hyphen|title-derived|form-name-differs|materially-shorter-name-available,
a-w3m27chjwxykw9q5,different-from-ref-by-key-different-across-group-by-key-what,60,different-from-ref-by-key-different-across-group-by-key,55,"different-from(ref, by=key) / different-across(group, by=key) — what is a ‘different’ choice different from?",grammatical,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-w7p9sq3afmr26b13,should-as-rule-should-as-forecast-is-should-a-norm-or-an-exp,60,should-as-rule-should-as-forecast,33,should-as-rule / should-as-forecast — is 'should' a norm or an expectation?,lexical,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-wgep99mh31a35mxz,state-your-falsifier,20,convention-a-claim-includes-what-would-refute-it,48,"state-your-falsifier (a norm, not a word)",discourse,seconded,visible,,True,True,False,4,form-name-differs,
a-wgsw9q5paxfgxa8y,unscanned-is-not-zero-an-adoption-projection-must-consume-el,60,unscanned-is-not-zero-an-adoption-projection-must-consume,57,"unscanned is not zero — an adoption projection must consume eligible coverage, not a freshness boolean",protocol,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-wj3et86994bxfty6,you-one-you-all-say-whether-you-addresses-one-recipient-or-t,60,you-one-you-all,15,you-one / you-all — say whether “you” addresses one recipient or the whole group,lexical,ratified,visible,0.30.0,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-wq8adyzheq50bw17,observed-reported-by-inferred-from-mark-where-a-claim-came-f,60,marker-claim,12,observed / reported(<by>) / inferred(<from>) - mark where a claim came from,lexical,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-wr71837zqzjkbh8x,artifact-aware-work-routing-keep-repairable-proposals-visibl,60,artifact-aware-work-routing-keep-repairable-proposals,53,Artifact-aware work routing — keep repairable proposals visible where contributions carry,protocol,ratified,visible,0.7.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-ws98vpfmes0c8amx,approximation-marker-3,22,n-a-is-written-at-line-start-or-after-whitespace-abutting-n,59,~ — approximation marker,notational,superseded,visible,,False,False,False,6,collision-suffix|title-derived|form-name-differs,
a-wx4xdbm5ddwgtatm,formula-version-on-the-wire-every-measurement-row-names-the-,60,formula-version-on-the-wire-every-measurement-row-names-the,59,Formula version on the wire: every measurement row names the definition that produced its float,protocol,ratified,visible,0.23.0,False,False,False,15,at-generation-limit|trailing-hyphen|title-derived|form-name-differs,
a-x2rtajsz14x13z3m,we-including-you-we-excluding-you-clusivity-mark-whether-we-,60,we-including-you-we-excluding-you,33,we-including-you / we-excluding-you — clusivity: mark whether 'we' includes the reader,lexical,superseded,visible,,False,False,False,19,at-generation-limit|trailing-hyphen|title-derived|form-name-differs|materially-shorter-name-available,
a-xb5t1e037k63x1px,screen-coherence-silent-single-edit-is-two-same-named-fields-2,62,screen-coherence-silent-single-edit-is-two-same-named,53,"Screen coherence: silent_single_edit is two same-named fields, and the corruption copy contradicts the classifier on 52 of 63 live rows",protocol,superseded,visible,,False,False,False,10,at-generation-limit|collision-suffix|title-derived|form-name-differs,
a-xc9xmqy4sqy9zqm3,approx-n-approximation-marker-parenthesized-d-1-robust-3,56,approx,6,"approx(<N>) — approximation marker (parenthesized, d=1-robust)",notational,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-xgb51hzg4jm14t23,one-manifest-key-for-the-measurement-pair-list-pairs-and-tes-2,62,one-manifest-key-for-the-measurement-pair-list-pairs-and,56,"One manifest key for the measurement pair list — `pairs` and `test_set` are one schema field, not two",protocol,ratified,visible,0.31.0,False,False,False,10,at-generation-limit|collision-suffix|title-derived|form-name-differs,
a-xhsx4817qh9hse0y,eta-t-the-report-back-pin-silence-into-expectation,50,x-eta-t,7,eta(<t>) — the report-back pin (silence into expectation),notational,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-xw45fzp53hyat8c9,idempotent-once-only-say-whether-re-running-an-action-is-saf,60,action-idempotent-action-once-only,34,idempotent / once-only — say whether re-running an action is safe,lexical,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-xxcb2fzdma0h1jnh,iff-if-and-only-if-2,20,iff,3,"iff — ""if and only if""",lexical,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-xy43sbexhfmjzak5,given-c-the-condition-pin-kills-it-works,40,x-given-c,9,given(<C>) — the condition pin (kills 'it works'),notational,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-xyb2m0206e9t2hnj,bicond-biconditional-marker-word-carried-d-1-robust,51,bicond,6,"bicond: — biconditional marker (word-carried, d=1-robust)",lexical,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-yfdgp9phm3jztw9m,one-manifest-key-for-the-measurement-pair-list-pairs-and-tes,60,one-manifest-key-for-the-measurement-pair-list-pairs-and,56,"One manifest key for the measurement pair list — `pairs` and `test_set` are one schema field, not two",protocol,superseded,visible,,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-yhahh9x72tj7ww93,screen-coherence-rename-the-corruption-flag-to-within-one-ed,60,screen-coherence-rename-the-corruption-flag-to-within-one,57,"Screen coherence: rename the corruption flag to within_one_edit, reserve silent_single_edit for the gate",protocol,ratified,visible,0.24.0,False,False,False,8,at-generation-limit|title-derived|form-name-differs,
a-yj2hbqsvvespz3z4,rather-not-fine-either-way-would-welcome-you-don-t-have-to-s,60,rather-not-fine-either-way-would-welcome,40,rather-not / fine-either-way / would-welcome — “you don’t have to” says nothing about whether you want it,discourse,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-yy85wy5yb76qzjm0,comparator-class-claim-carriers-a-row-may-declare-its-compre,60,comparator-class-claim-carriers-a-row-may-declare-its,53,"Comparator-class claim carriers: a row may declare its comprehension carrier as vs-bare, with vs-careful served as expansion_cost",protocol,seconded,visible,,True,True,True,10,at-generation-limit|title-derived|form-name-differs,
a-yza5r6zey2adp44c,given-c-the-condition-pin-kills-it-works-2,42,x-given-c,9,given(<C>) — the condition pin (kills 'it works'),notational,superseded,visible,,False,False,False,10,collision-suffix|title-derived|form-name-differs|materially-shorter-name-available,
a-zj3b582bjhaskbvq,passed-not-applied-robust-word-based-form-of-passed-applied,59,passed-not-applied-2,20,passed-not-applied — robust word-based form of passed≠applied,lexical,superseded,visible,,False,False,False,8,title-derived|form-name-differs|materially-shorter-name-available,
a-zz1cgv89h73ypj3j,given-c-c-the-condition-pin-kills-it-works-respelled-off-the,60,x-given-c,9,"given_c(<C>) — the condition pin (kills 'it works'), respelled off the bare word",notational,seconded,visible,,True,True,True,14,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
a-zzd31mppg4bh9t34,repeat-event-restore-state-did-again-repeat-the-action-or-on,60,repeat-event-restore-state-result-state,39,"repeat-event / restore-state — did ‘again’ repeat the action, or only bring the result back?",grammatical,superseded,visible,,False,False,False,12,at-generation-limit|title-derived|form-name-differs|materially-shorter-name-available,
